	Acetate1	Acetate2	Acetate3	Acetate4	Acetate5	Acetate6	Glucose1	Glucose2	Glucose3	Glucose4	Glucose5	Glucose6	Glucose7	Glucose8	Glycerol1	Glycerol2	Xylose1	Xylose2	Xylose3	Xylose4	Xylose5	Xylose6	Xylose7	Xylose8
b0641	0.000111143071261	8.84E-05	0.000112084406865	0.000132348249307	0.000124905784248	0.000118958269089	0.000139223511139	0.000127410965929	0.000172233416636	0.000136267346877	0.000129242919532	0.000145878943787	0.000130002763592	0.000130867785562	9.35E-05	9.80E-05	0.000139388148991	0.000121032392843	0.000102697132547	0.000119048513288	0.000156319396154	0.00015057179131	0.00010727087417	8.96E-05
b1219	0.000120832519941	9.17E-05	0.000298813929305	0.000299280072398	8.35E-05	0.000123278623454	6.25E-05	9.07E-05	5.06E-05	2.82E-05	1.75E-05	8.50E-05	5.46E-05	5.58E-05	7.13E-05	4.91E-05	5.09E-05	4.08E-05	5.70E-05	5.08E-05	6.16E-05	3.73E-05	7.47E-05	9.61E-05
b2567	8.92E-05	4.72E-05	0.000117586470254	0.000134199662824	0.000148351459418	0.000121588007215	0.000210186259293	0.000233172894092	0.000306008892	0.000197717538313	0.000197648681997	0.000207355590712	0.000166117467755	0.000187122489188	0.000153365211	0.000130037262342	0.000110988043648	0.000185577918032	0.000164942496892	0.000164745155018	0.000157481632172	0.000182988140616	0.000140241359631	0.000165967372593
b1185	6.46E-05	5.26E-05	8.83E-05	8.38E-05	4.39E-05	4.20E-05	6.48E-05	5.88E-05	5.42E-05	5.56E-05	5.31E-05	5.44E-05	5.19E-05	5.77E-05	3.54E-05	3.01E-05	4.98E-05	6.88E-05	0.000106651487747	2.92E-05	7.31E-05	4.21E-05	3.76E-05	3.22E-05
b3472	3.20E-05	3.28E-05	0.000211341358178	0.000185979805875	5.30E-05	4.00E-05	0.000123738009944	0.000167437692175	6.51E-05	6.40E-05	0.000130314217831	0.000186485730248	9.20E-05	8.41E-05	5.59E-05	5.90E-05	6.11E-05	3.46E-05	5.91E-05	4.62E-05	0.000178782907043	0.00010258218482	0.000123597317586	0.000119899392525
b2700	2.27E-05	2.14E-05	4.00E-05	4.92E-05	2.50E-05	2.57E-05	3.18E-05	3.81E-05	2.30E-05	2.27E-05	4.17E-05	4.27E-05	2.30E-05	2.21E-05	2.30E-05	2.30E-05	2.25E-05	2.26E-05	3.69E-05	3.69E-05	5.05E-05	4.03E-05	3.36E-05	3.49E-05
b2948	5.95E-05	4.21E-05	8.59E-05	8.82E-05	7.17E-05	8.17E-05	0.000125541164058	0.00013406696834	0.000117000933737	0.000134215556832	8.96E-05	0.000139572561647	9.14E-05	9.49E-05	9.98E-05	7.68E-05	0.000133687357857	0.000113240849924	0.000129654738106	0.00014093226267	0.000164931004599	0.00010539387519	0.000102695265354	7.82E-05
b0734	0.001353856846007	0.000422665146073	0.001824993542327	0.002286538749668	0.000875932000815	0.001482598615848	0.000668107954896	0.000589655051984	0.000607923875881	0.000310218665647	0.000672098661529	0.000747671060763	0.000633537929743	0.000580852196531	0.000347490480479	0.000390865156279	0.000595729250567	0.000583954634087	0.000531231263227	0.000577050020313	0.000465349292758	0.00071197228498	0.000763376196505	0.000546386458111
b0907	0.001565792624456	0.002746780075371	0.00131191361371	0.001357765779727	0.001121845263402	0.001099349020687	0.002625991792009	0.002625731650442	0.004198101273335	0.00323852206511	0.004095039209807	0.00308663726887	0.003821246272561	0.003836541981174	0.003442186791249	0.003753634658181	0.003840063210224	0.003473022103992	0.003252104715554	0.002417349120205	0.002812938153591	0.002967035960655	0.002336179400066	0.002007109032098
b3309	0.0006386836564	0.000771594222528	0.000528486951815	0.000604141062177	0.000582276124566	0.000497386275708	0.001236422229342	0.001330477811033	0.001202630131876	0.001053869388483	0.001350790769631	0.001522582385174	0.001631069669152	0.001339549273291	0.00112767653616	0.001072391919371	0.000853727390914	0.000903139654294	0.001078648981939	0.001128767555289	0.000918745348608	0.000827389946727	0.001285106393384	0.001604111134318
b3226	6.84E-05	6.45E-05	4.32E-05	5.27E-05	3.70E-05	3.80E-05	8.72E-05	7.98E-05	5.34E-05	5.28E-05	5.35E-05	5.48E-05	3.83E-05	3.69E-05	4.48E-05	4.06E-05	7.70E-05	5.28E-05	6.53E-05	6.53E-05	5.07E-05	4.85E-05	4.09E-05	4.26E-05
b1713	0.001768048251719	0.002141730225656	0.002019730253031	0.002169934046242	0.00172184092579	0.001814472908492	0.002654464036451	0.002993591426304	0.003051937132438	0.002357180259694	0.003592809173312	0.003542539518023	0.002729940940066	0.003215270565222	0.003081146302023	0.003231320607386	0.003594714027268	0.003613225814512	0.002815590375661	0.002651791651502	0.002467419817445	0.001934018329004	0.002550786630616	0.002065981336548
b2525	4.25E-05	4.01E-05	5.77E-05	5.31E-05	3.60E-05	2.65E-05	8.99E-05	9.67E-05	7.20E-05	7.24E-05	5.82E-05	0.000110492740195	7.24E-05	4.19E-05	5.58E-05	4.43E-05	7.50E-05	4.31E-05	0.000104004384631	6.68E-05	0.000134446733225	0.000107464967245	0.000120997024703	0.000120448213861
b3231	0.001443278294637	0.001402456906089	0.001345672151876	0.001206357407145	0.001395340250027	0.001312396906989	0.002178155469358	0.002953548188271	0.002196845730701	0.002251694376393	0.002273711698493	0.002445696307841	0.002545387136598	0.00252388359008	0.002254220161515	0.001946199596547	0.002135499851977	0.002035974054258	0.002062425595848	0.002038333379398	0.002175926363962	0.002065452541009	0.002163817401963	0.002940359136263
b0814	0.00034592257095	0.000324771973379	0.000434082644742	0.000408414883118	0.000336983147597	0.000312867562776	0.003663228938202	0.002825015577287	0.002349494314518	0.002556566405172	0.001652353121615	0.001471240911961	0.001802688906683	0.001357562332391	0.001542607852532	0.001460637566889	0.002196542754283	0.002385718051571	0.001504271161013	0.001380776595263	0.001493654796378	0.001224879700725	0.001536419182539	0.001544557135743
b1870	5.93E-05	4.35E-05	0.000132000661762	0.000137898101312	5.80E-05	4.48E-05	0.000416952442365	0.000389946158441	0.000197066034217	0.000114959908405	0.000278435703448	0.00036789253311	0.000257259349456	0.000125906671962	0.000108831107794	0.0001098208766	0.000128647018194	0.000119028518993	0.000311659374059	0.000142546484599	0.000160507606293	0.000130659636269	0.000216882466429	0.000228908160892
b3405	0.000424451428604	0.000331008505082	0.000380506170575	0.000413695928043	0.000285368056138	0.000349100129179	0.000257534186651	0.000210483934315	0.000253983724093	0.000239390393021	0.000142657947924	0.00033071585848	0.000170386463481	0.000175938536885	0.000275248541336	0.000334901776898	0.000244638754711	0.000303882225813	0.000462940148167	0.00041689170336	0.000250666085857	0.000192546399614	0.000199553559005	0.000242328918548
b2024	9.50E-05	4.31E-05	0.000191875104855	0.000169121569315	6.47E-05	6.19E-05	0.000191031603346	0.000194655301735	0.000157457245937	0.000100727606163	0.0002174111923	0.000254026217139	0.000150230470858	9.75E-05	0.000118476860084	0.000114014368887	0.000137754481306	0.000117132984365	0.000116548866629	0.000143098077521	0.000333073325183	0.000234731710395	0.000265458461687	0.000269431962025
b0829	0.000253672007999	0.000239250587489	0.000602672503829	0.000497555720229	0.000249809798148	0.000226493538497	0.000290262745678	0.000199432258119	0.000296008395277	0.000195162856438	0.000184638665969	0.000416979263724	0.000269161154724	0.00030312514896	0.000207430199472	0.000207582012978	0.000243567394932	0.000209535765963	0.000132172451366	0.000132240756153	0.000528460351026	0.000257920882249	0.000327006484084	0.00021191103589
b1174	4.68E-05	2.88E-05	8.06E-05	7.82E-05	6.29E-05	6.12E-05	4.59E-05	4.99E-05	3.19E-05	2.45E-05	2.52E-05	4.21E-05	2.43E-05	1.74E-05	3.59E-05	4.01E-05	4.17E-05	4.43E-05	4.13E-05	4.37E-05	5.66E-05	4.53E-05	5.51E-05	5.17E-05
b3965	0.000112306654253	0.000100897981218	0.000370791908362	0.000101513288567	0.000133998480351	0.000609580544037	9.68E-05	8.79E-05	6.36E-05	6.56E-05	9.31E-05	0.000106372164984	0.000322756635714	0.00059489858077	9.85E-05	8.80E-05	0.000133152497782	9.44E-05	0.000109483517212	0.001025778024094	9.21E-05	0.000143015060595	0.000112975483005	0.000374836986211
b3229	0.000494883988074	0.000339939122071	0.000467331202655	0.000469767815658	0.000452309432241	0.000450823876875	0.00051093762485	0.000492325460237	0.000404729098022	0.000321941789857	0.000511543543737	0.000530149749496	0.000447024507852	0.000476123483377	0.000507704276229	0.000499581377459	0.000539026384926	0.000569963555226	0.000647233873628	0.000425260745953	0.000528583449215	0.00056159103986	0.000456022008865	0.000437999503857
b1967	0.000253039186058	0.00012166051249	0.000194988148248	0.000246453600925	0.000248805842327	0.000329239817323	6.51E-05	7.11E-05	7.34E-05	7.26E-05	4.38E-05	4.49E-05	4.12E-05	3.96E-05	4.49E-05	4.50E-05	4.62E-05	4.64E-05	4.48E-05	8.52E-05	6.23E-05	5.16E-05	8.61E-05	8.85E-05
b0394	0.000164662959828	0.000102453772175	0.000157818899425	0.000175570635543	0.000138703590667	0.000173291571393	4.61E-05	4.99E-05	5.42E-05	4.52E-05	4.95E-05	4.80E-05	5.03E-05	6.99E-05	6.03E-05	5.61E-05	6.78E-05	5.01E-05	4.89E-05	4.89E-05	5.80E-05	4.36E-05	4.73E-05	4.92E-05
b1667	2.60E-05	2.64E-05	0.000106894094196	7.59E-05	3.01E-05	3.77E-05	3.78E-05	2.61E-05	1.93E-05	4.77E-05	4.48E-05	7.13E-05	2.11E-05	2.03E-05	2.28E-05	2.22E-05	1.37E-05	1.38E-05	2.20E-05	1.97E-05	6.19E-05	2.19E-05	1.75E-05	2.07E-05
b4168	2.64E-05	2.49E-05	4.32E-05	4.54E-05	5.43E-05	2.93E-05	5.17E-05	4.42E-05	3.45E-05	3.63E-05	5.03E-05	6.06E-05	5.17E-05	4.30E-05	3.95E-05	2.69E-05	5.87E-05	5.90E-05	2.85E-05	2.85E-05	7.06E-05	6.38E-05	6.97E-05	4.66E-05
b0637	1.41E-05	1.33E-05	3.39E-05	3.03E-05	1.40E-05	1.44E-05	4.37E-05	4.77E-05	4.57E-05	2.16E-05	4.47E-05	7.02E-05	3.18E-05	1.79E-05	1.68E-05	1.68E-05	2.96E-05	2.98E-05	2.79E-05	3.32E-05	3.27E-05	1.76E-05	5.21E-05	5.40E-05
b1089	3.09E-05	1.04E-05	9.62E-05	9.26E-05	0.000114592106648	0.000107851893578	0.000101518885029	0.000147842768899	3.95E-05	9.25E-05	0.000202004495948	0.000131627930993	0.000112438981484	0.000104495705841	4.15E-05	8.62E-05	3.13E-05	8.05E-05	3.34E-05	5.30E-05	6.82E-05	6.01E-05	0.00010937447417	0.000132724379813
b1128	0.000140516425884	0.000269728409938	0.000264223406119	0.000256503221485	0.000240048258313	0.000221046607758	0.000300656616951	0.000344701924825	0.000250573227422	0.000234042904707	0.000126114327077	0.000235100692414	0.000239210822618	0.000253760167397	0.0003373691296	0.00016648284189	0.000331842240752	0.0003179317755	0.000303116891028	0.000221333171703	0.000396646319766	0.000192674611032	0.000204435811959	0.000221886529615
b1256	0.004814701408976	0.004121033652706	0.006847129651623	0.005205596581538	0.001987003327796	0.003558485772298	0.000234910822556	0.00025938923892	0.000147922190444	0.000170013910694	5.06E-05	4.47E-05	0.000318149629918	0.000450832709939	0.000193427816558	0.000139229723688	0.000412307230881	0.000338961957663	0.000222783930175	0.000313428032077	0.000214924932288	0.000349937820508	0.000309146144059	0.000391233335695
b3456	0.000164439608419	7.25E-05	0.000128084007879	0.000122578309285	0.000180401920724	0.000102086294537	9.13E-05	0.000121326154578	0.000141690875146	0.000144117859104	0.000137043702284	0.000140401181962	0.000157983812052	0.000167489994114	0.000197442268961	0.000117238187278	0.00021429128001	0.000223548806201	0.000186174548795	0.000231814985624	0.000147454435409	0.00024090734436	8.47E-05	8.80E-05
b1604	0.000637956579657	0.000683875098476	0.000719530994399	0.00084897196079	0.000801697080369	0.000739956945824	0.000952491221919	0.000873084789747	0.000798432756514	0.000711432870427	0.00083483909683	0.000747170268649	0.000722671332375	0.000740269521291	0.000821788294074	0.000827203369964	0.000813972635048	0.000693345590402	0.000883337209997	0.000922040187693	0.000717531570081	0.000614795471209	0.00071749400352	0.000647943067489
b1831	0.000219925181893	0.000245393743601	0.000401696649442	0.000369827953288	0.000330972943189	0.000278085778591	0.000582261529952	0.000542578147334	0.000551099559778	0.000489208656622	0.000544063670552	0.000579885782005	0.000559275377487	0.000499896220519	0.000557831175678	0.000469441474191	0.000513594488952	0.000424126644461	0.000391559064052	0.000430994832707	0.000584882222175	0.000436850994605	0.000504223547031	0.000476030716173
b0452	4.23E-05	3.99E-05	5.46E-05	6.92E-05	5.49E-05	5.22E-05	5.79E-05	6.52E-05	7.87E-05	5.55E-05	4.64E-05	4.75E-05	6.17E-05	7.38E-05	4.78E-05	4.78E-05	5.38E-05	5.41E-05	8.30E-05	5.66E-05	8.51E-05	6.36E-05	5.33E-05	5.54E-05
b2908	0.000513211210849	0.000571995968326	0.00048207615351	0.000573219954626	0.000644101064833	0.000661615484745	0.000367844270058	0.000324564666041	0.000255697505535	0.000389786327437	0.000249382626034	0.000324848722574	0.000322793453012	0.000420761189259	0.000284881786489	0.000144177338825	0.000240791480088	0.000259893127684	0.000261016095809	0.000269415256785	0.000369847196097	0.000236550066739	0.000260657831335	0.00025476490996
b4262	7.08E-05	9.64E-05	0.000140749797823	0.000129603737886	0.000109384080559	0.000114409458623	0.000106508266761	0.000104795908425	0.000130825254288	0.000102908298615	6.35E-05	0.000109378500349	9.98E-05	0.000110161297488	7.83E-05	8.05E-05	0.000107564464318	0.000119265691149	0.000141460387995	8.98E-05	0.000119324135277	6.64E-05	0.000115888817915	6.67E-05
b2352	6.32E-05	5.96E-05	0.000137175899021	0.000104964206151	0.000148109954469	8.46E-05	0.000133652992319	0.000162708484858	0.000283340795737	0.000280216371851	0.000106443972216	0.000203399947036	0.000218474131204	0.000231744391643	6.52E-05	6.52E-05	0.000117851705079	0.000118581363939	0.000129758537402	0.000129825594713	0.000185109231752	0.000177172783529	0.000355787984297	0.000310719599911
b2910	2.05E-05	1.93E-05	4.49E-05	4.37E-05	2.08E-05	2.14E-05	3.41E-05	4.41E-05	3.44E-05	1.83E-05	2.82E-05	4.96E-05	2.20E-05	2.29E-05	1.95E-05	1.84E-05	2.90E-05	1.83E-05	2.97E-05	3.16E-05	4.16E-05	4.40E-05	2.83E-05	2.37E-05
b0623	0.000538046817102	0.000550789025112	0.001347511017438	0.001013755953455	0.000629069252215	0.000493579441942	0.00115916941755	0.001117165563203	0.001086345118221	0.00137261765355	0.002081732016453	0.00153389821164	0.001355763887353	0.001886383115631	0.000764400532756	0.000850218173145	0.000644087943438	0.000734341888534	0.000732167785228	0.00077389890536	0.000878955005889	0.000887132031924	0.001099060827413	0.001520366107784
b3551	0.000189787973067	0.000117333880712	0.00480957847578	0.004802961874219	0.000288592713086	0.000222845444029	0.00011886404106	0.000117965616447	0.000112272153709	0.000111034118791	0.000131627938139	0.000134852735193	0.000129241676404	0.000124309438152	0.000148038851682	0.000148147197994	0.00010968613486	0.000110365237975	0.000199293652196	0.000199396644236	0.000226495134793	0.000216784290591	0.000140067602777	0.000155023897447
b2329	0.000182558965031	0.000212394830107	0.0002049448166	0.000289413135143	0.000247037949807	0.000234500869103	0.000241582349711	0.00028322621452	0.000229890882241	0.000207952572617	0.000160468955823	0.000238450349547	0.00023310860907	0.000260349320835	0.000216555268549	0.000227827286667	0.000328351404651	0.000268332456225	0.000399749856499	0.000225516564885	0.000451387529995	0.000442966606632	0.000246289328166	0.000218178719524
b0480	0.000308811352941	0.000281546716923	0.000377442505784	0.000448384538968	0.000528783926986	0.000531536996288	0.000207725864608	0.000243765286094	0.000231337401965	0.000196008999426	0.0001306999721	0.000170091773684	0.00020701780979	0.000235494626874	0.000242956949109	0.000223869987475	0.000246731774316	0.000216982600971	0.000160694751159	0.000209212947742	0.000245672280077	0.00027183725685	0.00023533003703	0.000187967247787
b3493	0.000275015892161	0.000334479064264	0.000404585868552	0.000456915906914	0.000244731776708	0.000266194986303	0.000429963011217	0.000432215201496	0.000270551651182	0.000332014801596	0.000285878504007	0.000363402813517	0.000345952417201	0.000492402580685	0.000426516787977	0.00030321181959	0.000543987415474	0.000431821675164	0.000498697634691	0.000442859781945	0.000859451022948	0.000798741728211	0.000731683750393	0.000710429768728
b0827	0.000213945528613	0.000201782584587	0.000204330450376	0.000258360993211	0.000267476288762	0.00026118077346	0.000393530441673	0.000429409731959	0.000344332559433	0.000362857989594	0.000192455408083	0.000297853214469	0.000344675789658	0.000424921451048	0.000288080306502	0.000254601028781	0.000419446073327	0.000333291230246	0.000295686154826	0.000317283630439	0.000305051566251	0.000289510834942	0.00025779916399	0.000240855768454
b3150	0.000195955004174	0.000139060674566	0.000220845741152	0.000209007301422	0.000165252738262	0.00015054611305	0.000149046294768	0.000131178436038	0.000190544876615	0.000198804888313	0.000129109843543	0.000165639098237	0.000117543331707	0.000125666183485	0.000175519911195	0.000160992777738	0.00022325921487	0.00015769961084	0.000216302211365	0.000194927649947	0.000279623612825	0.000257788816108	0.000130004109218	0.000133495706112
b3433	0.002739074362234	0.002176949662552	0.003466481370079	0.003718460002417	0.001860123405507	0.001838166303366	0.002486365518531	0.002358971833442	0.003675139455374	0.004464876895488	0.006814251197812	0.005811155024842	0.003032272985967	0.003171425570656	0.004178782901544	0.00457388887695	0.003927935282005	0.004227913349094	0.002507344649803	0.002451987978959	0.003048182575354	0.002947450965399	0.002053841817645	0.001910329953292
b0772	0.000547866409547	0.000383402446378	0.000369410876207	0.000316884741885	0.000548244875876	0.000514847728213	0.000583791203039	0.001406233274943	0.001771259647592	0.000541361869763	0.000437302706383	0.00054123882485	0.00058715437385	0.001730020760484	0.000633687480744	0.000976894920861	0.000644200673323	0.0006116575288	0.000922525932013	0.000656957732963	0.000967759767254	0.000619914531356	0.000577840387229	0.000939901754286
b2216	0.000230382430129	0.00025233101122	0.000257015376081	0.000317936910183	0.000300386380391	0.000258366793054	0.000224666435323	0.000205728493638	0.000266899557502	0.000174167973968	0.000173711125974	0.000170800479492	0.000200374201962	0.000211684127165	0.000158837792491	0.000158954042305	0.000239378821748	0.000202151108433	0.000225235804392	0.00024977460919	0.000329248631175	0.000260180397604	0.000214056277981	0.000198274656867
b3251	0.000792652699694	0.00079256322758	0.000676833741409	0.000781033560022	0.000781510183493	0.000714183251746	0.001141327304391	0.001132277547553	0.001130383504669	0.001360459623829	0.001106924704934	0.001156029736337	0.001230673620407	0.001166260159766	0.001483279302353	0.001456114326064	0.001409645424851	0.001438166098064	0.00131325099802	0.001343763839745	0.001205659969703	0.001362879577561	0.000983554321192	0.000895195247666
b3974	0.000103455407998	9.54E-05	0.00015056078719	0.000151191283537	0.00010076946267	0.000112863348465	0.000115366696035	0.000142389779618	8.99E-05	8.74E-05	9.38E-05	0.000121582386741	9.24E-05	9.92E-05	9.37E-05	7.98E-05	0.000141299904309	0.000108286513326	0.000158763177818	0.000151204567945	0.000106961995251	0.000104407334415	0.000112288181999	0.000107958535249
b0150	0.000915339324034	0.000910033111435	0.001002896065377	0.000809353964543	0.000967340117099	0.000916394620423	0.001572117923679	0.001618579331275	0.001939010033334	0.001599647523672	0.001629442412305	0.002044895923295	0.001600269266538	0.00189532657991	0.001452100976215	0.001253005914699	0.001713225470176	0.001470276030441	0.001713354413269	0.001470646912448	0.001720133191218	0.001220325530589	0.001353265998104	0.001332600108222
b4392	0.000223453628557	0.000200505344187	0.000228441602556	0.000251784981666	0.000373348431288	0.000192784144961	0.000181115467188	0.000226782992538	0.000139894737775	0.000138352106192	9.97E-05	0.000102127855423	0.000104825589658	0.000110830688561	0.00010006936775	0.000100142606274	0.000160883027219	0.000127302987229	0.000134603013013	0.000124937207092	0.000148995176471	0.000136050448757	0.000100015668956	0.000104008963093
b1131	0.001417490261112	0.000824253356485	0.001028511967272	0.001072811752858	0.000759865500025	0.000698502433002	0.001132297434599	0.001044062176384	0.001044226070652	0.0008916092701	0.001493120749185	0.001523567690447	0.000796741943784	0.000838805267936	0.00116892998261	0.000967690696824	0.000953223278708	0.000897281590977	0.001340095728754	0.001124164315317	0.001520477559101	0.001386180525191	0.000883581607821	0.001176840526474
b1263	0.000514311678768	0.000565067170351	0.000398823151666	0.000397619428592	0.000692172805122	0.00072948283444	0.000617442811012	0.000659662066377	0.000656953367296	0.000531412996646	0.000535053286648	0.00080803100458	0.000627209347083	0.000616997530702	0.000524461001201	0.000460248554133	0.000443220090456	0.000481909415456	0.000341359403429	0.00043022190805	0.000617406584838	0.000430811147426	0.000603099436284	0.000453498804467
b3244	0.00025589204654	0.000148598472314	0.000227501159936	0.000259136521852	0.000198643437173	0.000197767987842	0.00031883427309	0.00020761674596	0.00035209100671	0.000394710076034	0.000295916582538	0.000314168346611	0.000332270411021	0.00032282363147	0.000220865723176	0.000169977901171	0.000312262673922	0.000265223239505	0.000128888303565	0.000250524739287	0.000437110708245	0.000346632904444	0.000230453797391	0.000222848075843
b3297	0.000861087588337	0.001161987238424	0.000834077756729	0.000752077219481	0.000814827086298	0.000687160484783	0.001698847287403	0.001714384227747	0.001422820462113	0.001441003505794	0.002139459084169	0.002076547284411	0.001677067532484	0.001766179168331	0.001676763488334	0.002116654361811	0.001592732566085	0.001570853297091	0.001450722331561	0.001853272090294	0.001510995601515	0.002127320053088	0.001427586314661	0.00161864743442
b2806	5.67E-05	5.35E-05	9.76E-05	0.000109568919699	9.58E-05	6.71E-05	0.000219989082488	0.000209209389189	9.32E-05	9.21E-05	0.00011876390265	0.000167550447669	0.000165482682989	0.000183789961038	9.47E-05	7.37E-05	8.30E-05	9.97E-05	9.82E-05	0.00013996710501	0.000119849716099	7.91E-05	0.000104018299687	9.85E-05
b1238	5.09E-05	3.93E-05	6.63E-05	7.08E-05	7.22E-05	7.71E-05	0.000119894726361	0.000115765346299	6.14E-05	4.98E-05	3.16E-05	3.85E-05	4.38E-05	4.21E-05	7.96E-05	7.02E-05	9.57E-05	9.12E-05	7.52E-05	9.05E-05	6.19E-05	8.18E-05	8.80E-05	7.53E-05
b4037	0.000481468201011	0.000290303042787	0.000415971136765	0.00042128584345	0.000364883565857	0.000417685272085	4.24E-05	4.21E-05	4.00E-05	3.96E-05	4.27E-05	4.37E-05	5.37E-05	5.16E-05	4.15E-05	4.15E-05	6.19E-05	6.23E-05	0.000150422954181	0.0001939551153	4.29E-05	4.10E-05	5.32E-05	4.80E-05
b0171	0.000139269800086	0.000163477812697	0.000245928386452	0.000254863252951	0.000252593965159	0.000238185303698	0.00037694368985	0.000421376815918	0.000368209251027	0.000362189680193	0.000358659710206	0.000453668343142	0.000366876467755	0.00029728730167	0.000411539787018	0.00043453194704	0.000374935677186	0.000277378507969	0.000418847622444	0.000310492300877	0.000358945681166	0.000233583327145	0.000350465127778	0.000347147855453
b3702	0.000233457224654	7.81E-05	0.000129714435996	0.000124088210991	0.000251412089382	0.000251217803262	0.0002200956689	0.000216626868991	0.000159783024457	0.000151224477268	0.000194105076442	0.000213243515607	9.29E-05	0.000120754898846	0.000141087765166	9.64E-05	0.000139876939722	0.000120475977261	0.000230621771855	0.000229578530868	0.000295687593814	0.000187890565365	0.000136568377467	0.000185964848553
b0660	0.000361726089926	0.000264828735358	0.000307097734624	0.000334105154433	0.00032746212216	0.000300625515044	0.000411688529664	0.000411258937428	0.000496069680965	0.000411497674487	0.000353235977995	0.000425534355253	0.000307052110802	0.000337524696274	0.000274809449179	0.000261793013475	0.000316722403575	0.000325374850292	0.000434998770692	0.000380388855809	0.000443877081255	0.000419175684682	0.000347581253453	0.000351523628835
b4295	8.79E-05	7.13E-05	4.92E-05	5.41E-05	6.28E-05	4.73E-05	5.79E-05	7.24E-05	6.73E-05	6.11E-05	4.95E-05	6.83E-05	7.76E-05	6.06E-05	4.57E-05	4.58E-05	0.000133799938684	0.000117606364517	9.70E-05	8.23E-05	0.000105389326873	8.76E-05	0.000106051394726	7.66E-05
b0177	0.001720228816593	0.001850982491598	0.001469570732183	0.00159792829056	0.001486687247161	0.001278087284878	0.00162881906833	0.001624802866835	0.002464148262293	0.002232999927658	0.001571383647722	0.001622812278465	0.001706965404031	0.001912609359865	0.002218668670449	0.001900847267821	0.002213603615237	0.001771370125575	0.002473457208731	0.002650000005845	0.002439741017423	0.002532431475907	0.00174648613833	0.002159707625454
b0575	0.000604221684806	0.000679725990056	0.000641689914908	0.000844279914025	0.000362627299707	0.000431734073045	0.0008364324757	0.000799900653185	0.000741293282133	0.00077268020224	0.000560919846325	0.000627896732998	0.000942243251778	0.000865363296033	0.000610918119194	0.000516152617658	0.001053964167354	0.000922859438606	0.001109498674175	0.000975594747453	0.001170324870891	0.000985576345453	0.001044011439557	0.000841031613593
b2317	3.01E-05	2.84E-05	3.87E-05	5.59E-05	3.67E-05	3.76E-05	5.91E-05	5.78E-05	3.10E-05	3.06E-05	5.32E-05	8.22E-05	6.47E-05	5.84E-05	3.10E-05	3.11E-05	3.03E-05	3.05E-05	3.14E-05	3.14E-05	3.32E-05	3.18E-05	4.28E-05	4.16E-05
b2520	0.000328437792119	0.000438382133334	0.004612016354053	0.002700237039002	0.00131266348921	0.001549544786593	0.002570682374229	0.002692641754229	0.00032849858856	0.000559726474915	0.001721071520312	0.00176323662938	0.001071655934986	0.000697333797708	0.000231867080961	0.000232036779272	0.000239732428181	0.000392949770631	0.000248903193374	0.000453880580445	0.000449387420812	0.000395629431458	0.0014051165584	0.001804516457987
b0570	6.54E-05	6.17E-05	7.81E-05	9.53E-05	6.51E-05	6.68E-05	9.30E-05	9.23E-05	6.73E-05	6.66E-05	7.18E-05	7.35E-05	7.91E-05	7.39E-05	0.000146620524973	0.000146727833243	7.72E-05	9.56E-05	7.01E-05	7.01E-05	0.000121699364158	0.000108676109844	7.77E-05	7.88E-05
b3432	0.000481713648513	0.000389544116063	0.000470822342413	0.000503203421835	0.000522570385484	0.000570092497135	0.000116767849307	0.000115885268597	0.000123159635887	0.000121801543745	0.00013322503585	0.000136488960737	0.0001352426342	0.000183175823557	0.000177643254041	0.000165798902006	0.00017330080743	0.00015720744032	0.000140774472523	0.000160435247059	0.00043023393793	0.000330749559983	0.000267332250476	0.000197261568504
b3430	0.000692804105977	0.000591233744053	0.000504968596603	0.000577755418992	0.000680462143947	0.000777926883934	0.000109564440033	0.000104832951167	0.00018521749311	0.00015798194882	9.62E-05	8.58E-05	0.000211964025627	0.00028256340515	0.000223220295251	0.000179238798008	0.000316275891874	0.000261369285721	0.000299843841682	0.00029030404194	0.00050083205103	0.000435286424243	0.000436984620564	0.00038597208709
b2509	7.24E-05	6.83E-05	8.25E-05	8.24E-05	6.88E-05	7.06E-05	0.000154291343128	0.000100302904408	9.21E-05	8.71E-05	9.51E-05	0.00013199339833	9.39E-05	0.000101155748989	6.90E-05	6.91E-05	9.88E-05	9.94E-05	0.000123187102395	0.000115798391928	6.90E-05	9.15E-05	6.89E-05	7.16E-05
b4234	2.76E-05	2.60E-05	6.48E-05	7.36E-05	2.66E-05	2.73E-05	2.98E-05	3.72E-05	2.75E-05	2.72E-05	3.97E-05	7.24E-05	2.75E-05	2.64E-05	2.75E-05	2.75E-05	2.68E-05	2.70E-05	3.21E-05	3.21E-05	4.34E-05	3.99E-05	4.11E-05	4.27E-05
b2745	6.99E-05	5.81E-05	0.000100097517897	0.000120672205961	9.68E-05	8.67E-05	0.000124031889843	0.000117275396238	0.000102668985928	7.63E-05	8.45E-05	0.000114898458944	0.00010362420031	9.88E-05	7.94E-05	7.34E-05	0.000106130959253	8.21E-05	8.04E-05	9.55E-05	0.000162910875179	0.000154179096379	0.000122999924973	0.000118909766559
